product_id,name,brand,barcode,price_current,price_original,discount_amt,discount_pct,currency,installment_monthly,available,stock_qty,label,category,url,image
11168,Telefon Oukitel C38 6/256 GB White,OUKITEL,C38 6/256 GB WHITE,319.99,419.99,100.0,,AZN,26.67,LimitedQuantity,17,,Oukitel telefonları,https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-oukitel-c38-6-256-gb-white-p11168,https://static.elitoptimal.az/ElitOptimal/88329e78-e364-4e64-8b0c-ef049f0bd01a_Thumb.jpeg
11167,Telefon Oukitel C38 6/256 GB Black,OUKITEL,C38 6/256 GB BLACK,319.99,419.99,100.0,,AZN,26.67,LimitedQuantity,14,,Oukitel telefonları,https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-oukitel-c38-6-256-gb-black-p11167,https://static.elitoptimal.az/ElitOptimal/1955ed7c-6139-49f3-9e28-8e5a56898498_Thumb.jpeg
11166,Telefon Oukitel C35 12/256 GB Blue,OUKITEL,C35 12/256 GB BLUE,299.99,419.99,120.0,,AZN,25.0,LimitedQuantity,16,,Oukitel telefonları,https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-oukitel-c35-12-256-gb-blue-p11166,https://static.elitoptimal.az/ElitOptimal/fe283c59-7336-481c-9c17-9bea3cac1f61_Thumb.jpeg
11165,Telefon Oukitel C35 12/256 GB Black,OUKITEL,C35 12/256 GB BLACK,299.99,419.99,120.0,,AZN,25.0,LimitedQuantity,13,,Oukitel telefonları,https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-oukitel-c35-12-256-gb-black-p11165,https://static.elitoptimal.az/ElitOptimal/628a0a26-c0d7-4a5d-8b46-54626841e03f_Thumb.jpeg
11160,Telefon Honor Magic7 12GB/256GB Black,Honor,MAGIC7 12GB/256GB BLACK,1499.99,2199.99,700.0,,AZN,250.0,LimitedQuantity,1,,"Smartfonlar, Telefonlar",https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-honor-magic7-12gb-256gb-black-p11160,https://static.elitoptimal.az/ElitOptimal/795241ed-1580-4240-9f08-937674e581cd_Thumb.jpeg
11003,Telefon Honor X8c 8GB/256GB Midnight Black,Honor,X8C 8GB/256GB MIDNIGHT BLACK,479.99,599.99,120.0,,AZN,80.0,LimitedQuantity,8,,Honor telefonları,https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-honor-x8c-8gb-256gb-midnight-black-p11003,https://static.elitoptimal.az/ElitOptimal/7cb656a3-7d2f-49db-b5c2-02d91bf92fd5_Thumb.png
10999,Telefon Honor X8c 8GB/128GB Marrs Green,Honor,X8C 8GB/128GB MARRS GREEN,399.99,499.99,100.0,,AZN,66.66,LimitedQuantity,15,,Honor telefonları,https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-honor-x8c-8gb-128gb-marrs-green-p10999,https://static.elitoptimal.az/ElitOptimal/f98b391a-3bcb-4d7e-9a11-01e331e316b6_Thumb.png
10916,Telefon Samsung Galaxy A55 8/128GB Dark Blue,Samsung,SM-A556EZKVMEA-,749.99,849.99,100.0,,AZN,62.5,LimitedQuantity,2,,Samsung telefonları,https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-samsung-galaxy-a55-8-128gb-dark-blue-p10916,https://static.elitoptimal.az/ElitOptimal/50dff431-f3d9-4a2c-90aa-4a5acb8fbf1c_Thumb.png
10915,Telefon Samsung Galaxy А55 8/256GB Light Blue,Samsung,SM-A556ELBWMEA-,799.99,949.99,150.0,,AZN,66.67,LimitedQuantity,1,,Samsung telefonları,https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-samsung-galaxy-a55-8-256gb-light-blue-p10915,https://static.elitoptimal.az/ElitOptimal/611cc2ba-1fea-499c-bd38-f4ab886684c3_Thumb.png
10914,Telefon Samsung Galaxy А55 8/128GB Light Blue,Samsung,SM-A556ELBVMEA-,749.99,849.99,100.0,,AZN,62.5,LimitedQuantity,8,,Samsung telefonları,https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-samsung-galaxy-a55-8-128gb-light-blue-p10914,https://static.elitoptimal.az/ElitOptimal/15fb8840-95ae-4a70-a488-5ed0614d3938_Thumb.png
10913,Telefon Samsung Galaxy АЗ5 8/256GB Dark Blue,Samsung,SM-A356EZKVMEA-,629.99,799.99,170.0,,AZN,52.5,LimitedQuantity,1,,Samsung telefonları,https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-samsung-galaxy-az5-8-256gb-dark-blue-p10913,https://static.elitoptimal.az/ElitOptimal/7ea2c8ee-4b70-4b9b-8844-3d9d6e82a0f1_Thumb.png
10912,Telefon Samsung Galaxy А35 8/256GB Light Blue,Samsung,SM-A356ELBVMEA-,629.99,799.99,170.0,,AZN,52.5,LimitedQuantity,3,,Samsung telefonları,https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-samsung-galaxy-a35-8-256gb-light-blue-p10912,https://static.elitoptimal.az/ElitOptimal/8a4c554c-9112-4874-ba11-c2df33c06dfd_Thumb.jpeg
10907,Telefon Samsung Galaxy А06 4/64GB Gold,Samsung,SM-A065FZDDMEA-,199.99,239.99,40.0,,AZN,16.67,LimitedQuantity,2,,Samsung telefonları,https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-samsung-galaxy-a06-4-64gb-gold-p10907,https://static.elitoptimal.az/ElitOptimal/ef5db730-0186-436a-843d-ddd5da242051_Thumb.png
10906,Telefon Samsung Galaxy А06 4/128GB Light Blue,Samsung,SM-A065FLBGMEA-,239.99,279.99,40.0,,AZN,20.0,LimitedQuantity,1,,Samsung telefonları,https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-samsung-galaxy-a06-4-128gb-light-blue-p10906,https://static.elitoptimal.az/ElitOptimal/55d58beb-8ea1-494c-a605-8469eb493f16_Thumb.png
10905,Telefon Sаmsuпg Galaxy А06 4/64GB Light Blue,Samsung,SM-A065FLBDMEA-,199.99,239.99,40.0,,AZN,16.67,LimitedQuantity,2,,Samsung telefonları,https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-samsupg-galaxy-a06-4-64gb-light-blue-p10905,https://static.elitoptimal.az/ElitOptimal/971b1f0d-a769-4a04-84a2-5aa0a6727142_Thumb.jpeg
10888,Telefon Samsung Galaxy A25 6/128GB Light Blue,Samsung,SM-A256ELBDCAU,449.99,519.99,70.0,,AZN,75.0,LimitedQuantity,1,,Samsung telefonları,https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-samsung-galaxy-a25-6-128gb-light-blue-p10888,https://static.elitoptimal.az/ElitOptimal/0a558b4f-eae3-4edc-96e4-3d7b93dda84d_Thumb.png
10818,Telefon Honor X9c Smart 8GB/256GB Ocean Cyan,Honor,X9C SMART 8GB/256GB OCEAN CYAN,579.99,649.99,70.0,,AZN,48.33,LimitedQuantity,2,,Honor telefonları,https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-honor-x9c-smart-8gb-256gb-ocean-cyan-p10818,https://static.elitoptimal.az/ElitOptimal/850ee35e-9a2f-4037-a5d7-be6eff91d525_Thumb.png
10817,Telefon Honor X9c Smart 8GB/256GB Moonlight White,Honor,X9C SMART 8GB/256GB MOONLIGHT WHITE,579.99,649.99,70.0,,AZN,48.33,LimitedQuantity,5,,Honor telefonları,https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-honor-x9c-smart-8gb-256gb-moonlight-white-p10817,https://static.elitoptimal.az/ElitOptimal/e3691996-1879-451a-a60a-56a94e963243_Thumb.png
10816,Telefon Honor X9c Smart 8GB/256GB Midnight Black,Honor,X9C SMART 8GB/256GB MIDNIGHT BLACK,579.99,649.99,70.0,,AZN,48.33,LimitedQuantity,1,,Honor telefonları,https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-honor-x9c-smart-8gb-256gb-midnight-black-p10816,https://static.elitoptimal.az/ElitOptimal/0b37c73d-f04b-422d-b292-25854c1b339f_Thumb.png
10812,Telefon Honor X9c 12GB/256GB Jade Cyan,Honor,X9C 12GB/256GB JADE CYAN,749.99,849.99,100.0,,AZN,62.5,LimitedQuantity,1,,Honor telefonları,https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-honor-x9c-12gb-256gb-jade-cyan-p10812,https://static.elitoptimal.az/ElitOptimal/ec81ad75-1b9f-4e43-994e-f48266a1d603_Thumb.png
10610,Telefon Xiaomi 14T 12GB/256GB Titan Black,Xiaomi,14T 12GB/256GB TITAN BLACK,1049.99,1199.99,150.0,,AZN,87.5,LimitedQuantity,3,,Xiaomi telefonları,https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-xiaomi-14t-12gb-256gb-titan-black-p10610,https://static.elitoptimal.az/ElitOptimal/be43f134-beb3-4c23-85f5-33f81d7ce272_Thumb.png
10389,Telefon iPhone 16 256GB Ultramarine,Apple,MYEH3HX/A,2299.99,2499.99,200.0,,AZN,383.33,LimitedQuantity,1,,Apple smartfonları,https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-iphone-16-256gb-ultramarine-p10389,https://static.elitoptimal.az/ElitOptimal/e645c3bc-7cd1-4cc0-b5b7-9a628d7cb78a_Thumb.jpeg
10320,Telefon Samsung Galaxy A06 4/64GB Black,Samsung,SM-A065FZKDCAU,189.99,239.99,50.0,,AZN,31.66,LimitedQuantity,1,,Samsung telefonları,https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-samsung-galaxy-a06-4-64gb-black-p10320,https://static.elitoptimal.az/ElitOptimal/a75a60ff-d1c7-4361-b4e6-162e93765c53_Thumb.png
10319,Telefon Samsung Galaxy A06 4/64GB Gold,Samsung,SM-A065FZDDCAU,189.99,239.99,50.0,,AZN,31.66,LimitedQuantity,3,,Samsung telefonları,https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-samsung-galaxy-a06-4-64gb-gold-p10319,https://static.elitoptimal.az/ElitOptimal/8b718119-dc42-425b-b434-c7fac8f76ea1_Thumb.png
10317,Telefon Samsung Galaxy A06 4/64GB Light Blue,Samsung,SM-A065FLBDCAU,189.99,239.99,50.0,,AZN,31.66,LimitedQuantity,2,,Samsung telefonları,https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-samsung-galaxy-a06-4-64gb-light-blue-p10317,https://static.elitoptimal.az/ElitOptimal/d532967a-0ac6-4a48-8e43-4173240c166d_Thumb.png
10292,Telefon Samsung Galaxy A55 8/128GB Black,Samsung,SM-A556EZKACAU,749.99,849.99,100.0,,AZN,125.0,LimitedQuantity,8,,Samsung telefonları,https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-samsung-galaxy-a55-8-128gb-black-p10292,https://static.elitoptimal.az/ElitOptimal/73a41860-6bb0-4ae8-b18f-6bf2443bb7c0_Thumb.png
10291,Telefon Samsung Galaxy A55 8/128GB Light Blue,Samsung,SM-A556ELBACAU,749.99,849.99,100.0,,AZN,125.0,LimitedQuantity,6,,Samsung telefonları,https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-samsung-galaxy-a55-8-128gb-light-blue-p10291,https://static.elitoptimal.az/ElitOptimal/a310852a-9735-48ba-a0a2-cbb415a1a813_Thumb.png
10164,Telefon Honor 200 Pro 12GB/512GB Moonlight White,Honor,200 PRO 12GB/512GB MOONLIGHT WHITE,1299.99,1499.99,200.0,,AZN,216.66,LimitedQuantity,2,,Honor telefonları,https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-200-pro-12gb-512gb-moonlight-white-p10164,https://static.elitoptimal.az/ElitOptimal/cc3c88df-8d98-4c3e-80e2-faac3835eee6_Thumb.png
10163,Telefon Honor 200 Pro 12GB/512GB Black,Honor,200 PRO 12GB/512GB BLACK,1299.99,1499.99,200.0,,AZN,216.66,LimitedQuantity,1,,Honor telefonları,https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-honor-200-pro-12gb-512gb-black-p10163,https://static.elitoptimal.az/ElitOptimal/5540c6d1-ba16-4988-99a4-a00007f274f4_Thumb.png
10162,Telefon Honor 200 8GB/256GB Emerald Green,Honor,200 8GB/256GB EMERALD GREEN,799.99,949.99,150.0,,AZN,133.33,LimitedQuantity,2,,Honor telefonları,https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-honor-200-8gb-256gb-emerald-green-p10162,https://static.elitoptimal.az/ElitOptimal/1af5fccc-80ba-4097-bde0-1b983d9f094f_Thumb.png
10145,Telefon Honor 200 8GB/256GB Black,Honor,200 8GB/256GB BLACK,799.99,949.99,150.0,,AZN,133.33,LimitedQuantity,3,,Honor telefonları,https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-honor-200-8gb-256gb-black-p10145,https://static.elitoptimal.az/ElitOptimal/88b1f7b6-9aa2-4c77-bca3-59dfc9b19bbf_Thumb.png
10045,Telefon Samsung Galaxy A55 8/256GB Light Blue,Samsung,SM-A556ELBCCAU,799.99,949.99,150.0,,AZN,133.33,LimitedQuantity,3,,"Smartfonlar, Telefonlar",https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-samsung-galaxy-a55-8-256gb-light-blue-p10045,https://static.elitoptimal.az/ElitOptimal/fd3028de-9e09-429e-8333-835e2b4bdbb4_Thumb.jpeg
9994,Telefon İnfinix Zero 30 8/256G White,Infinix,ZERO 30 8/256G WHITE,549.99,699.99,150.0,,AZN,45.83,LimitedQuantity,1,,"Smartfonlar, Telefonlar",https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-nfinix-zero-30-8-256g-white-p9994,https://static.elitoptimal.az/ElitOptimal/5c4a12e2-efd9-45ee-9b04-9a664177aeda_Thumb.jpeg
9981,Telefon Honor Magic 6 Pro 12GB/512GB Epi Green,Honor,MAGIC 6 PRO 12GB/512GB SAGE GREEN,1999.99,2099.99,100.0,,AZN,166.67,LimitedQuantity,3,,"Smartfonlar, Telefonlar",https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-honor-magic-6-pro-12gb-512gb-epi-green-p9981,https://static.elitoptimal.az/ElitOptimal/8396fdde-27fb-493d-b668-0a89dad1d1d5_Thumb.jpeg
9980,Telefon Honor Magic 6 Pro 12GB/512GB Black,Honor,MAGIC 6 PRO 12GB/512GB BLACK,1999.99,2099.99,100.0,,AZN,166.67,LimitedQuantity,3,,"Smartfonlar, Telefonlar",https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-honor-magic-6-pro-12gb-512gb-black-p9980,https://static.elitoptimal.az/ElitOptimal/b0d08cef-a2f1-4cfa-95e4-fcf024bd422f_Thumb.jpeg
9926,Telefon Samsung Galaxy A35 8/256GB Light Blue,Samsung,SM-A356ELBGCAU,589.99,799.99,210.0,,AZN,98.33,LimitedQuantity,1,,"Smartfonlar, Telefonlar",https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-samsung-galaxy-a35-8-256gb-light-blue-p9926,https://static.elitoptimal.az/ElitOptimal/684a932e-b3c9-40d0-acbf-a14f9768d07b_Thumb.jpeg
9811,Telefon İnfinix Note 40 Pro NFC 12/256GB Gold,Infinix,NOTE 40 PRO NFC 12/256GB GOLD,539.99,599.99,60.0,,AZN,90.0,LimitedQuantity,1,,"Smartfonlar, Telefonlar",https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-nfinix-note-40-pro-nfc-12-256gb-gold-p9811,https://static.elitoptimal.az/ElitOptimal/89ecea47-1553-47b7-93f6-43af85c02cc9_Thumb.jpeg
9809,Telefon İnfinix Note 40 NFC 8/256GB Black,Infinix,NOTE 40 NFC 8/256GB BLACK,529.99,649.99,120.0,,AZN,44.17,LimitedQuantity,2,,"Smartfonlar, Telefonlar",https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-nfinix-note-40-nfc-8-256gb-black-p9809,https://static.elitoptimal.az/ElitOptimal/3bd56e2e-cda6-42f6-8efd-a066cef4fe94_Thumb.jpeg
9808,Telefon İnfinix Hot 40İ 8/128GB Black,Infinix,HOT 40I 8/128GB BLACK,229.99,249.99,20.0,,AZN,38.33,LimitedQuantity,1,,"Smartfonlar, Telefonlar",https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-nfinix-hot-40-8-128gb-black-p9808,https://static.elitoptimal.az/ElitOptimal/03ed48b2-bcab-4185-b7a4-c80cb17e8968_Thumb.jpeg
9622,Telefon Xiaomi Redmi Note 13 Pro+ 8/256GB White,Xiaomi,REDMI NOTE 13 PRO+ 8/256GB WHITE,699.99,799.99,100.0,,AZN,116.66,LimitedQuantity,3,,Xiaomi telefonları,https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-xiaomi-redmi-note-13-pro-8-256gb-white-p9622,https://static.elitoptimal.az/ElitOptimal/2d6af293-875f-4937-8c35-91c0f1776482_Thumb.png
9621,Telefon Xiaomi Redmi Note 13 Pro+ 8/256GB Black,Xiaomi,REDMI NOTE 13 PRO+ 8/256GB BLACK,699.99,799.99,100.0,,AZN,116.66,LimitedQuantity,1,,"Smartfonlar, Telefonlar",https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-xiaomi-redmi-note-13-pro-8-256gb-black-p9621,https://static.elitoptimal.az/ElitOptimal/77e620ed-1db6-4ac3-90ee-611716376624_Thumb.jpeg
9620,Telefon Xiaomi Redmi Note 13 Pro+ 12/512GB White,Xiaomi,REDMI NOTE 13 PRO+ 12/512GB WHITE,799.99,999.99,200.0,,AZN,133.33,LimitedQuantity,2,,"Smartfonlar, Telefonlar",https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-xiaomi-redmi-note-13-pro-12-512gb-white-p9620,https://static.elitoptimal.az/ElitOptimal/6d4239d1-ce99-45ce-a6fa-174e03028219_Thumb.jpeg
9617,Telefon Xiaomi Redmi Note 13 Pro 12/512GB Purple,Xiaomi,REDMI NOTE 13 PRO 12/512GB PURPLE,599.99,699.99,100.0,,AZN,100.0,LimitedQuantity,2,,"Smartfonlar, Telefonlar",https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-xiaomi-redmi-note-13-pro-12-512gb-purple-p9617,https://static.elitoptimal.az/ElitOptimal/9a9b34c9-9dcd-4353-b099-96e303546558_Thumb.jpeg
9616,Telefon Xiaomi Redmi Note 13 Pro 12/512GB Green,Xiaomi,REDMI NOTE 13 PRO 12/512GB GREEN,599.99,699.99,100.0,,AZN,100.0,LimitedQuantity,1,,"Smartfonlar, Telefonlar",https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-xiaomi-redmi-note-13-pro-12-512gb-green-p9616,https://static.elitoptimal.az/ElitOptimal/f970ffba-ca53-4ce9-a1a5-3dc4381aea74_Thumb.jpeg
9082,Telefon Honor X9b 12/256GB Sunrise Orange,Honor,X9B 12/256GB SUNRISE ORANGE,679.99,779.99,100.0,,AZN,56.67,LimitedQuantity,1,,"Smartfonlar, Telefonlar",https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-honor-x9b-12-256gb-sunrise-orange-p9082,https://static.elitoptimal.az/ElitOptimal/de20ae0d-3f3e-4f55-8036-44c5253f2862_Thumb.jpeg
8963,Telefon iPhone 15 Plus 256GB Black,Apple,MU183HX/A,2059.99,2399.99,340.0,,AZN,343.33,LimitedQuantity,1,,"Smartfonlar, Telefonlar",https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-iphone-15-plus-256gb-black-p8963,https://static.elitoptimal.az/ElitOptimal/d1b4cda2-12e6-434f-80fe-479946ba3aa2_Thumb.jpeg
7694,Telefon Samsung Galaxy A54 (A546) 6/128GB Black,Samsung,SM-A546EZKACAU,649.99,749.99,100.0,,AZN,108.33,LimitedQuantity,2,,"Smartfonlar, Telefonlar",https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-samsung-galaxy-a54-a546-6-128gb-black-p7694,https://static.elitoptimal.az/ElitOptimal/80ff6a01-a144-4666-99e1-d3aa460d3527_Thumb.png
7693,Telefon Samsung Galaxy A54 (A546) 6/128GB Violet,Samsung,SM-A546ELVACAU,649.99,749.99,100.0,,AZN,108.33,LimitedQuantity,1,,"Smartfonlar, Telefonlar",https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-samsung-galaxy-a54-a546-6-128gb-violet-p7693,https://static.elitoptimal.az/ElitOptimal/a007fb1e-b76a-4367-8f86-746c3bae54ce_Thumb.png
7691,Telefon Samsung Galaxy A54 (A546) 6/128GB Green,Samsung,SM-A546ELGACAU,649.99,749.99,100.0,,AZN,108.33,LimitedQuantity,7,,"Smartfonlar, Telefonlar",https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-samsung-galaxy-a54-a546-6-128gb-green-p7691,https://static.elitoptimal.az/ElitOptimal/7dcdf351-0c20-487d-9e2f-42a588c8b379_Thumb.png
7256,Telefon Samsung Galaxy A73 (A736) 6/128GB White,Samsung,SM-A736BZWDCAU,699.99,999.99,300.0,,AZN,116.66,LimitedQuantity,1,,"Smartfonlar, Telefonlar",https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-samsung-galaxy-a73-a736-6-128gb-white-p7256,https://static.elitoptimal.az/ElitOptimal/6f76f208-108d-4317-addb-d462a555913a_Thumb.png
6825,Telefon Xiaomi 13T Pro 12/512GB Black,Xiaomi,13T PRO 12/512GB BLACK,849.99,999.99,150.0,,AZN,141.66,LimitedQuantity,1,,"Smartfonlar, Telefonlar",https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-xiaomi-13t-pro-12-512gb-black-p6825,https://static.elitoptimal.az/ElitOptimal/192b203f-0cb4-4fa2-a540-256f046ae117_Thumb.png
6824,Telefon Xiaomi 13T Pro 12/512GB Green,Xiaomi,13T PRO 12/512GB GREEN,849.99,999.99,150.0,,AZN,141.66,LimitedQuantity,4,,"Smartfonlar, Telefonlar",https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-xiaomi-13t-pro-12-512gb-green-p6824,https://static.elitoptimal.az/ElitOptimal/5372ef4e-f3df-4478-bac9-85cbcc1589dd_Thumb.png
6823,Telefon Xiaomi 13T Pro 12/512GB Blue,Xiaomi,13T PRO 12/512GB BLUE,849.99,999.99,150.0,,AZN,141.66,LimitedQuantity,2,,"Smartfonlar, Telefonlar",https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-xiaomi-13t-pro-12-512gb-blue-p6823,https://static.elitoptimal.az/ElitOptimal/f7399bf1-b9e6-4982-8ab5-6f9a819b93c2_Thumb.png
6247,Telefon Xiaomi 13 Lite 8/128GB Pink,Xiaomi,XIAOMI 13 LITE 8/128GB PINK,599.99,699.99,100.0,,AZN,100.0,LimitedQuantity,2,,"Smartfonlar, Telefonlar",https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-xiaomi-13-lite-8-128gb-pink-p6247,https://static.elitoptimal.az/ElitOptimal/e818b9f8-4de6-4802-a8db-756a9556a987_Thumb.png
4744,Telefon Xiaomi 13T 12/256GB Blue,Xiaomi,13T 12/256GB BLUE,649.99,799.99,150.0,,AZN,108.33,LimitedQuantity,4,,"Smartfonlar, Telefonlar",https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-xiaomi-13t-12-256gb-blue-p4744,https://static.elitoptimal.az/ElitOptimal/0f89e2bd-a5e6-4a56-8145-67c1d3c54158_Thumb.png
4743,Telefon Xiaomi 13T 12/256GB Black,Xiaomi,13T 12/256GB BLACK,649.99,799.99,150.0,,AZN,108.33,LimitedQuantity,2,,"Smartfonlar, Telefonlar",https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-xiaomi-13t-12-256gb-black-p4743,https://static.elitoptimal.az/ElitOptimal/b6a366c5-3808-400a-a878-6eb5a8d03dd6_Thumb.png
4524,Telefon Infinix Zero 30 8GB/256GB SUNSET GOLD,Infinix,ZERO 30 8/256G GOLD,549.99,699.99,150.0,,AZN,45.83,LimitedQuantity,1,,"Smartfonlar, Telefonlar",https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-infinix-zero-30-8gb-256gb-sunset-gold-p4524,https://static.elitoptimal.az/ElitOptimal/1f6c99b8-bf2c-4bcc-9dc2-239a8db46519_Thumb.jpeg
4443,Telefon iPhone 15 Plus 128GB Black,Apple,MU0Y3HX/A,1999.99,2249.99,250.0,,AZN,333.33,LimitedQuantity,2,,"Smartfonlar, Telefonlar",https://elitoptimal.az/telefonlar-plansetlr-v-qadcetlr/telephone-iphone-15-plus-128gb-black-p4443,https://static.elitoptimal.az/ElitOptimal/1136bc5a-2810-45ad-91b5-0bbcef8f2cf4_Thumb.png
